site_id,well_id,cell_type,dataset,experiment,plate,well,site,well_type,sirna,sirna_id,split1
U2OS-05_1_N16_2,U2OS-05_1_N16,U2OS,test,U2OS-05,1,N16,2,treatment,s20403,1036,test
U2OS-05_1_N17_1,U2OS-05_1_N17,U2OS,test,U2OS-05,1,N17,1,treatment,s21318,1022,valid
U2OS-05_1_N17_2,U2OS-05_1_N17,U2OS,test,U2OS-05,1,N17,2,treatment,s21318,1022,test
U2OS-05_1_N18_1,U2OS-05_1_N18,U2OS,test,U2OS-05,1,N18,1,treatment,s21071,176,test
U2OS-05_1_N18_2,U2OS-05_1_N18,U2OS,test,U2OS-05,1,N18,2,treatment,s21071,176,test
U2OS-05_1_N19_1,U2OS-05_1_N19,U2OS,test,U2OS-05,1,N19,1,treatment,s19935,878,test
U2OS-05_1_N19_2,U2OS-05_1_N19,U2OS,test,U2OS-05,1,N19,2,treatment,s19935,878,test
U2OS-05_1_N20_1,U2OS-05_1_N20,U2OS,test,U2OS-05,1,N20,1,treatment,s20818,621,valid
U2OS-05_1_N20_2,U2OS-05_1_N20,U2OS,test,U2OS-05,1,N20,2,treatment,s20818,621,test
U2OS-05_1_N21_1,U2OS-05_1_N21,U2OS,test,U2OS-05,1,N21,1,treatment,s21121,814,test
U2OS-05_1_N21_2,U2OS-05_1_N21,U2OS,test,U2OS-05,1,N21,2,treatment,s21121,814,train
U2OS-05_1_N22_1,U2OS-05_1_N22,U2OS,test,U2OS-05,1,N22,1,treatment,s21048,725,test
U2OS-05_1_N22_2,U2OS-05_1_N22,U2OS,test,U2OS-05,1,N22,2,treatment,s21048,725,test
U2OS-05_1_N23_1,U2OS-05_1_N23,U2OS,test,U2OS-05,1,N23,1,treatment,s20061,843,test
U2OS-05_1_N23_2,U2OS-05_1_N23,U2OS,test,U2OS-05,1,N23,2,treatment,s20061,843,test
U2OS-05_1_O02_1,U2OS-05_1_O02,U2OS,test,U2OS-05,1,O02,1,treatment,s19899,1097,test
U2OS-05_1_O02_2,U2OS-05_1_O02,U2OS,test,U2OS-05,1,O02,2,treatment,s19899,1097,valid
U2OS-05_1_O03_1,U2OS-05_1_O03,U2OS,test,U2OS-05,1,O03,1,treatment,s223097,430,test
U2OS-05_1_O03_2,U2OS-05_1_O03,U2OS,test,U2OS-05,1,O03,2,treatment,s223097,430,test
U2OS-05_1_O04_1,U2OS-05_1_O04,U2OS,test,U2OS-05,1,O04,1,treatment,s21637,220,valid
U2OS-05_1_O04_2,U2OS-05_1_O04,U2OS,test,U2OS-05,1,O04,2,treatment,s21637,220,test
U2OS-05_1_O05_1,U2OS-05_1_O05,U2OS,test,U2OS-05,1,O05,1,treatment,s21141,1001,test
U2OS-05_1_O05_2,U2OS-05_1_O05,U2OS,test,U2OS-05,1,O05,2,treatment,s21141,1001,test
U2OS-05_1_O06_1,U2OS-05_1_O06,U2OS,test,U2OS-05,1,O06,1,treatment,s195027,619,test
U2OS-05_1_O06_2,U2OS-05_1_O06,U2OS,test,U2OS-05,1,O06,2,treatment,s195027,619,test
U2OS-05_1_O07_1,U2OS-05_1_O07,U2OS,test,U2OS-05,1,O07,1,treatment,s223144,202,valid
U2OS-05_1_O07_2,U2OS-05_1_O07,U2OS,test,U2OS-05,1,O07,2,treatment,s223144,202,train
U2OS-05_1_O08_1,U2OS-05_1_O08,U2OS,test,U2OS-05,1,O08,1,treatment,s21655,872,test
U2OS-05_1_O08_2,U2OS-05_1_O08,U2OS,test,U2OS-05,1,O08,2,treatment,s21655,872,test
U2OS-05_1_O09_1,U2OS-05_1_O09,U2OS,test,U2OS-05,1,O09,1,treatment,s20394,344,test
U2OS-05_1_O09_2,U2OS-05_1_O09,U2OS,test,U2OS-05,1,O09,2,treatment,s20394,344,valid
U2OS-05_1_O10_1,U2OS-05_1_O10,U2OS,test,U2OS-05,1,O10,1,treatment,s19836,58,train
U2OS-05_1_O10_2,U2OS-05_1_O10,U2OS,test,U2OS-05,1,O10,2,treatment,s19836,58,test
U2OS-05_1_O11_1,U2OS-05_1_O11,U2OS,test,U2OS-05,1,O11,1,treatment,s20782,204,test
U2OS-05_1_O11_2,U2OS-05_1_O11,U2OS,test,U2OS-05,1,O11,2,treatment,s20782,204,test
U2OS-05_1_O12_1,U2OS-05_1_O12,U2OS,test,U2OS-05,1,O12,1,treatment,s21646,251,train
U2OS-05_1_O12_2,U2OS-05_1_O12,U2OS,test,U2OS-05,1,O12,2,treatment,s21646,251,valid
U2OS-05_1_O13_1,U2OS-05_1_O13,U2OS,test,U2OS-05,1,O13,1,treatment,s20533,13,valid
U2OS-05_1_O13_2,U2OS-05_1_O13,U2OS,test,U2OS-05,1,O13,2,treatment,s20533,13,test
U2OS-05_1_O14_1,U2OS-05_1_O14,U2OS,test,U2OS-05,1,O14,1,treatment,s223171,68,test
U2OS-05_1_O14_2,U2OS-05_1_O14,U2OS,test,U2OS-05,1,O14,2,treatment,s223171,68,test
U2OS-05_1_O15_1,U2OS-05_1_O15,U2OS,test,U2OS-05,1,O15,1,treatment,s20695,526,train
U2OS-05_1_O15_2,U2OS-05_1_O15,U2OS,test,U2OS-05,1,O15,2,treatment,s20695,526,test
U2OS-05_1_O16_1,U2OS-05_1_O16,U2OS,test,U2OS-05,1,O16,1,treatment,s20892,1103,valid
U2OS-05_1_O16_2,U2OS-05_1_O16,U2OS,test,U2OS-05,1,O16,2,treatment,s20892,1103,test
U2OS-05_1_O17_1,U2OS-05_1_O17,U2OS,test,U2OS-05,1,O17,1,treatment,s20607,240,test
U2OS-05_1_O17_2,U2OS-05_1_O17,U2OS,test,U2OS-05,1,O17,2,treatment,s20607,240,test
U2OS-05_1_O18_1,U2OS-05_1_O18,U2OS,test,U2OS-05,1,O18,1,treatment,s20827,792,test
U2OS-05_1_O18_2,U2OS-05_1_O18,U2OS,test,U2OS-05,1,O18,2,treatment,s20827,792,test
U2OS-05_1_O19_1,U2OS-05_1_O19,U2OS,test,U2OS-05,1,O19,1,treatment,s20048,230,valid
U2OS-05_1_O19_2,U2OS-05_1_O19,U2OS,test,U2OS-05,1,O19,2,treatment,s20048,230,train
U2OS-05_1_O20_1,U2OS-05_1_O20,U2OS,test,U2OS-05,1,O20,1,treatment,s20305,231,valid
U2OS-05_1_O20_2,U2OS-05_1_O20,U2OS,test,U2OS-05,1,O20,2,treatment,s20305,231,test
U2OS-05_1_O21_1,U2OS-05_1_O21,U2OS,test,U2OS-05,1,O21,1,treatment,s20873,16,test
U2OS-05_1_O21_2,U2OS-05_1_O21,U2OS,test,U2OS-05,1,O21,2,treatment,s20873,16,test
U2OS-05_1_O22_1,U2OS-05_1_O22,U2OS,test,U2OS-05,1,O22,1,treatment,s21757,931,valid
U2OS-05_1_O22_2,U2OS-05_1_O22,U2OS,test,U2OS-05,1,O22,2,treatment,s21757,931,test
U2OS-05_1_O23_1,U2OS-05_1_O23,U2OS,test,U2OS-05,1,O23,1,treatment,s21658,904,test
U2OS-05_1_O23_2,U2OS-05_1_O23,U2OS,test,U2OS-05,1,O23,2,treatment,s21658,904,test
U2OS-05_2_B03_1,U2OS-05_2_B03,U2OS,test,U2OS-05,2,B03,1,treatment,s27350,523,train
U2OS-05_2_B03_2,U2OS-05_2_B03,U2OS,test,U2OS-05,2,B03,2,treatment,s27350,523,test
U2OS-05_2_B04_1,U2OS-05_2_B04,U2OS,test,U2OS-05,2,B04,1,treatment,s28630,607,test
U2OS-05_2_B04_2,U2OS-05_2_B04,U2OS,test,U2OS-05,2,B04,2,treatment,s28630,607,test
U2OS-05_2_B05_1,U2OS-05_2_B05,U2OS,test,U2OS-05,2,B05,1,treatment,s29024,703,test
U2OS-05_2_B05_2,U2OS-05_2_B05,U2OS,test,U2OS-05,2,B05,2,treatment,s29024,703,test
U2OS-05_2_B06_1,U2OS-05_2_B06,U2OS,test,U2OS-05,2,B06,1,treatment,s29190,88,test
U2OS-05_2_B06_2,U2OS-05_2_B06,U2OS,test,U2OS-05,2,B06,2,treatment,s29190,88,valid
U2OS-05_2_B07_1,U2OS-05_2_B07,U2OS,test,U2OS-05,2,B07,1,treatment,s27455,960,test
U2OS-05_2_B07_2,U2OS-05_2_B07,U2OS,test,U2OS-05,2,B07,2,treatment,s27455,960,valid
U2OS-05_2_B08_1,U2OS-05_2_B08,U2OS,test,U2OS-05,2,B08,1,treatment,s224288,1039,test
U2OS-05_2_B08_2,U2OS-05_2_B08,U2OS,test,U2OS-05,2,B08,2,treatment,s224288,1039,valid
U2OS-05_2_B09_1,U2OS-05_2_B09,U2OS,test,U2OS-05,2,B09,1,treatment,s27662,687,test
U2OS-05_2_B09_2,U2OS-05_2_B09,U2OS,test,U2OS-05,2,B09,2,treatment,s27662,687,valid
U2OS-05_2_B10_1,U2OS-05_2_B10,U2OS,test,U2OS-05,2,B10,1,treatment,s27330,10,test
U2OS-05_2_B10_2,U2OS-05_2_B10,U2OS,test,U2OS-05,2,B10,2,treatment,s27330,10,test
U2OS-05_2_B11_1,U2OS-05_2_B11,U2OS,test,U2OS-05,2,B11,1,treatment,s27101,845,test
U2OS-05_2_B11_2,U2OS-05_2_B11,U2OS,test,U2OS-05,2,B11,2,treatment,s27101,845,valid
U2OS-05_2_B12_1,U2OS-05_2_B12,U2OS,test,U2OS-05,2,B12,1,treatment,s29367,256,train
U2OS-05_2_B12_2,U2OS-05_2_B12,U2OS,test,U2OS-05,2,B12,2,treatment,s29367,256,test
U2OS-05_2_B13_1,U2OS-05_2_B13,U2OS,test,U2OS-05,2,B13,1,treatment,s29524,388,valid
U2OS-05_2_B13_2,U2OS-05_2_B13,U2OS,test,U2OS-05,2,B13,2,treatment,s29524,388,test
U2OS-05_2_B14_1,U2OS-05_2_B14,U2OS,test,U2OS-05,2,B14,1,treatment,s28710,840,test
U2OS-05_2_B14_2,U2OS-05_2_B14,U2OS,test,U2OS-05,2,B14,2,treatment,s28710,840,test
U2OS-05_2_B15_1,U2OS-05_2_B15,U2OS,test,U2OS-05,2,B15,1,treatment,s27394,339,test
U2OS-05_2_B15_2,U2OS-05_2_B15,U2OS,test,U2OS-05,2,B15,2,treatment,s27394,339,test
U2OS-05_2_B16_1,U2OS-05_2_B16,U2OS,test,U2OS-05,2,B16,1,treatment,s28522,605,train
U2OS-05_2_B16_2,U2OS-05_2_B16,U2OS,test,U2OS-05,2,B16,2,treatment,s28522,605,test
U2OS-05_2_B17_1,U2OS-05_2_B17,U2OS,test,U2OS-05,2,B17,1,treatment,s224190,222,valid
U2OS-05_2_B17_2,U2OS-05_2_B17,U2OS,test,U2OS-05,2,B17,2,treatment,s224190,222,test
U2OS-05_2_B18_1,U2OS-05_2_B18,U2OS,test,U2OS-05,2,B18,1,treatment,s27243,415,valid
U2OS-05_2_B18_2,U2OS-05_2_B18,U2OS,test,U2OS-05,2,B18,2,treatment,s27243,415,test
U2OS-05_2_B19_1,U2OS-05_2_B19,U2OS,test,U2OS-05,2,B19,1,treatment,s28610,695,train
U2OS-05_2_B19_2,U2OS-05_2_B19,U2OS,test,U2OS-05,2,B19,2,treatment,s28610,695,test
U2OS-05_2_B20_1,U2OS-05_2_B20,U2OS,test,U2OS-05,2,B20,1,treatment,s224238,258,test
U2OS-05_2_B20_2,U2OS-05_2_B20,U2OS,test,U2OS-05,2,B20,2,treatment,s224238,258,test
U2OS-05_2_B21_1,U2OS-05_2_B21,U2OS,test,U2OS-05,2,B21,1,treatment,s27766,506,test
U2OS-05_2_B21_2,U2OS-05_2_B21,U2OS,test,U2OS-05,2,B21,2,treatment,s27766,506,valid
U2OS-05_2_B22_1,U2OS-05_2_B22,U2OS,test,U2OS-05,2,B22,1,treatment,s29452,907,test
U2OS-05_2_B22_2,U2OS-05_2_B22,U2OS,test,U2OS-05,2,B22,2,treatment,s29452,907,train
U2OS-05_2_B23_1,U2OS-05_2_B23,U2OS,test,U2OS-05,2,B23,1,treatment,s28880,147,test
U2OS-05_2_B23_2,U2OS-05_2_B23,U2OS,test,U2OS-05,2,B23,2,treatment,s28880,147,test
U2OS-05_2_C02_1,U2OS-05_2_C02,U2OS,test,U2OS-05,2,C02,1,treatment,s27224,978,test
U2OS-05_2_C02_2,U2OS-05_2_C02,U2OS,test,U2OS-05,2,C02,2,treatment,s27224,978,train
U2OS-05_2_C03_1,U2OS-05_2_C03,U2OS,test,U2OS-05,2,C03,1,positive_control,s18582,1116,test
U2OS-05_2_C03_2,U2OS-05_2_C03,U2OS,test,U2OS-05,2,C03,2,positive_control,s18582,1116,test
U2OS-05_2_C04_1,U2OS-05_2_C04,U2OS,test,U2OS-05,2,C04,1,treatment,s29334,40,test
U2OS-05_2_C04_2,U2OS-05_2_C04,U2OS,test,U2OS-05,2,C04,2,treatment,s29334,40,valid
U2OS-05_2_C05_1,U2OS-05_2_C05,U2OS,test,U2OS-05,2,C05,1,treatment,s28095,355,test
U2OS-05_2_C05_2,U2OS-05_2_C05,U2OS,test,U2OS-05,2,C05,2,treatment,s28095,355,test
U2OS-05_2_C06_1,U2OS-05_2_C06,U2OS,test,U2OS-05,2,C06,1,treatment,s28057,700,test
U2OS-05_2_C06_2,U2OS-05_2_C06,U2OS,test,U2OS-05,2,C06,2,treatment,s28057,700,test
U2OS-05_2_C07_1,U2OS-05_2_C07,U2OS,test,U2OS-05,2,C07,1,positive_control,s2947,1120,test
U2OS-05_2_C07_2,U2OS-05_2_C07,U2OS,test,U2OS-05,2,C07,2,positive_control,s2947,1120,test
U2OS-05_2_C08_1,U2OS-05_2_C08,U2OS,test,U2OS-05,2,C08,1,treatment,s28735,217,test
U2OS-05_2_C08_2,U2OS-05_2_C08,U2OS,test,U2OS-05,2,C08,2,treatment,s28735,217,test
U2OS-05_2_C09_1,U2OS-05_2_C09,U2OS,test,U2OS-05,2,C09,1,treatment,s27156,352,test
U2OS-05_2_C09_2,U2OS-05_2_C09,U2OS,test,U2OS-05,2,C09,2,treatment,s27156,352,valid
U2OS-05_2_C10_1,U2OS-05_2_C10,U2OS,test,U2OS-05,2,C10,1,treatment,s224289,397,train
U2OS-05_2_C10_2,U2OS-05_2_C10,U2OS,test,U2OS-05,2,C10,2,treatment,s224289,397,test
U2OS-05_2_C11_1,U2OS-05_2_C11,U2OS,test,U2OS-05,2,C11,1,positive_control,s4165,1123,test
U2OS-05_2_C11_2,U2OS-05_2_C11,U2OS,test,U2OS-05,2,C11,2,positive_control,s4165,1123,test
U2OS-05_2_C12_1,U2OS-05_2_C12,U2OS,test,U2OS-05,2,C12,1,treatment,s27624,350,test
U2OS-05_2_C12_2,U2OS-05_2_C12,U2OS,test,U2OS-05,2,C12,2,treatment,s27624,350,test
U2OS-05_2_C13_1,U2OS-05_2_C13,U2OS,test,U2OS-05,2,C13,1,treatment,s28820,1056,train
U2OS-05_2_C13_2,U2OS-05_2_C13,U2OS,test,U2OS-05,2,C13,2,treatment,s28820,1056,test
U2OS-05_2_C14_1,U2OS-05_2_C14,U2OS,test,U2OS-05,2,C14,1,treatment,s27999,962,test
U2OS-05_2_C14_2,U2OS-05_2_C14,U2OS,test,U2OS-05,2,C14,2,treatment,s27999,962,train
U2OS-05_2_C15_1,U2OS-05_2_C15,U2OS,test,U2OS-05,2,C15,1,positive_control,s501339,1128,test
U2OS-05_2_C15_2,U2OS-05_2_C15,U2OS,test,U2OS-05,2,C15,2,positive_control,s501339,1128,test
U2OS-05_2_C16_1,U2OS-05_2_C16,U2OS,test,U2OS-05,2,C16,1,treatment,s28312,1066,test
U2OS-05_2_C16_2,U2OS-05_2_C16,U2OS,test,U2OS-05,2,C16,2,treatment,s28312,1066,test
U2OS-05_2_C17_1,U2OS-05_2_C17,U2OS,test,U2OS-05,2,C17,1,treatment,s28178,312,test
U2OS-05_2_C17_2,U2OS-05_2_C17,U2OS,test,U2OS-05,2,C17,2,treatment,s28178,312,test
U2OS-05_2_C18_1,U2OS-05_2_C18,U2OS,test,U2OS-05,2,C18,1,treatment,s224224,532,test
U2OS-05_2_C18_2,U2OS-05_2_C18,U2OS,test,U2OS-05,2,C18,2,treatment,s224224,532,valid
U2OS-05_2_C19_1,U2OS-05_2_C19,U2OS,test,U2OS-05,2,C19,1,positive_control,s501307,1125,test
U2OS-05_2_C19_2,U2OS-05_2_C19,U2OS,test,U2OS-05,2,C19,2,positive_control,s501307,1125,test
U2OS-05_2_C20_1,U2OS-05_2_C20,U2OS,test,U2OS-05,2,C20,1,treatment,s224169,254,valid
U2OS-05_2_C20_2,U2OS-05_2_C20,U2OS,test,U2OS-05,2,C20,2,treatment,s224169,254,test
U2OS-05_2_C21_1,U2OS-05_2_C21,U2OS,test,U2OS-05,2,C21,1,treatment,s29108,945,valid
U2OS-05_2_C21_2,U2OS-05_2_C21,U2OS,test,U2OS-05,2,C21,2,treatment,s29108,945,test
U2OS-05_2_C22_1,U2OS-05_2_C22,U2OS,test,U2OS-05,2,C22,1,positive_control,s501392,1132,test
U2OS-05_2_C22_2,U2OS-05_2_C22,U2OS,test,U2OS-05,2,C22,2,positive_control,s501392,1132,test
U2OS-05_2_C23_1,U2OS-05_2_C23,U2OS,test,U2OS-05,2,C23,1,treatment,s28480,302,test
U2OS-05_2_C23_2,U2OS-05_2_C23,U2OS,test,U2OS-05,2,C23,2,treatment,s28480,302,test
U2OS-05_2_D02_1,U2OS-05_2_D02,U2OS,test,U2OS-05,2,D02,1,treatment,s200518,811,train
U2OS-05_2_D02_2,U2OS-05_2_D02,U2OS,test,U2OS-05,2,D02,2,treatment,s200518,811,test
U2OS-05_2_D03_1,U2OS-05_2_D03,U2OS,test,U2OS-05,2,D03,1,treatment,s27069,313,test
U2OS-05_2_D03_2,U2OS-05_2_D03,U2OS,test,U2OS-05,2,D03,2,treatment,s27069,313,test
U2OS-05_2_D04_1,U2OS-05_2_D04,U2OS,test,U2OS-05,2,D04,1,treatment,s27862,750,test
U2OS-05_2_D04_2,U2OS-05_2_D04,U2OS,test,U2OS-05,2,D04,2,treatment,s27862,750,valid
U2OS-05_2_D05_1,U2OS-05_2_D05,U2OS,test,U2OS-05,2,D05,1,treatment,s27603,770,test
U2OS-05_2_D05_2,U2OS-05_2_D05,U2OS,test,U2OS-05,2,D05,2,treatment,s27603,770,valid
U2OS-05_2_D06_1,U2OS-05_2_D06,U2OS,test,U2OS-05,2,D06,1,treatment,s27228,287,test
U2OS-05_2_D06_2,U2OS-05_2_D06,U2OS,test,U2OS-05,2,D06,2,treatment,s27228,287,test
U2OS-05_2_D07_1,U2OS-05_2_D07,U2OS,test,U2OS-05,2,D07,1,treatment,s29270,576,valid
U2OS-05_2_D07_2,U2OS-05_2_D07,U2OS,test,U2OS-05,2,D07,2,treatment,s29270,576,valid
U2OS-05_2_D08_1,U2OS-05_2_D08,U2OS,test,U2OS-05,2,D08,1,treatment,s28294,1042,test
U2OS-05_2_D08_2,U2OS-05_2_D08,U2OS,test,U2OS-05,2,D08,2,treatment,s28294,1042,valid
U2OS-05_2_D09_1,U2OS-05_2_D09,U2OS,test,U2OS-05,2,D09,1,treatment,s28361,5,test
U2OS-05_2_D09_2,U2OS-05_2_D09,U2OS,test,U2OS-05,2,D09,2,treatment,s28361,5,valid
U2OS-05_2_D10_1,U2OS-05_2_D10,U2OS,test,U2OS-05,2,D10,1,treatment,s28471,577,test
U2OS-05_2_D10_2,U2OS-05_2_D10,U2OS,test,U2OS-05,2,D10,2,treatment,s28471,577,test
U2OS-05_2_D11_1,U2OS-05_2_D11,U2OS,test,U2OS-05,2,D11,1,treatment,s28916,1067,test
U2OS-05_2_D11_2,U2OS-05_2_D11,U2OS,test,U2OS-05,2,D11,2,treatment,s28916,1067,test
U2OS-05_2_D12_1,U2OS-05_2_D12,U2OS,test,U2OS-05,2,D12,1,treatment,s28809,74,valid
U2OS-05_2_D12_2,U2OS-05_2_D12,U2OS,test,U2OS-05,2,D12,2,treatment,s28809,74,train
U2OS-05_2_D13_1,U2OS-05_2_D13,U2OS,test,U2OS-05,2,D13,1,treatment,s28165,647,valid
U2OS-05_2_D13_2,U2OS-05_2_D13,U2OS,test,U2OS-05,2,D13,2,treatment,s28165,647,test
U2OS-05_2_D14_1,U2OS-05_2_D14,U2OS,test,U2OS-05,2,D14,1,treatment,s27189,395,valid
U2OS-05_2_D14_2,U2OS-05_2_D14,U2OS,test,U2OS-05,2,D14,2,treatment,s27189,395,test
U2OS-05_2_D15_1,U2OS-05_2_D15,U2OS,test,U2OS-05,2,D15,1,treatment,s28407,340,test
U2OS-05_2_D15_2,U2OS-05_2_D15,U2OS,test,U2OS-05,2,D15,2,treatment,s28407,340,valid
U2OS-05_2_D16_1,U2OS-05_2_D16,U2OS,test,U2OS-05,2,D16,1,treatment,s29428,604,valid
U2OS-05_2_D16_2,U2OS-05_2_D16,U2OS,test,U2OS-05,2,D16,2,treatment,s29428,604,train
U2OS-05_2_D17_1,U2OS-05_2_D17,U2OS,test,U2OS-05,2,D17,1,treatment,s28429,346,train
U2OS-05_2_D17_2,U2OS-05_2_D17,U2OS,test,U2OS-05,2,D17,2,treatment,s28429,346,test
U2OS-05_2_D18_1,U2OS-05_2_D18,U2OS,test,U2OS-05,2,D18,1,treatment,s26897,172,valid
U2OS-05_2_D18_2,U2OS-05_2_D18,U2OS,test,U2OS-05,2,D18,2,treatment,s26897,172,test
U2OS-05_2_D19_1,U2OS-05_2_D19,U2OS,test,U2OS-05,2,D19,1,treatment,s29560,155,test
U2OS-05_2_D19_2,U2OS-05_2_D19,U2OS,test,U2OS-05,2,D19,2,treatment,s29560,155,test
U2OS-05_2_D20_1,U2OS-05_2_D20,U2OS,test,U2OS-05,2,D20,1,treatment,s29313,282,test
U2OS-05_2_D20_2,U2OS-05_2_D20,U2OS,test,U2OS-05,2,D20,2,treatment,s29313,282,test
U2OS-05_2_D21_1,U2OS-05_2_D21,U2OS,test,U2OS-05,2,D21,1,treatment,s28283,320,train
U2OS-05_2_D21_2,U2OS-05_2_D21,U2OS,test,U2OS-05,2,D21,2,treatment,s28283,320,test
U2OS-05_2_D22_1,U2OS-05_2_D22,U2OS,test,U2OS-05,2,D22,1,treatment,s224230,868,test
U2OS-05_2_D22_2,U2OS-05_2_D22,U2OS,test,U2OS-05,2,D22,2,treatment,s224230,868,test
U2OS-05_2_D23_1,U2OS-05_2_D23,U2OS,test,U2OS-05,2,D23,1,treatment,s28969,900,valid
U2OS-05_2_D23_2,U2OS-05_2_D23,U2OS,test,U2OS-05,2,D23,2,treatment,s28969,900,test
U2OS-05_2_E02_1,U2OS-05_2_E02,U2OS,test,U2OS-05,2,E02,1,treatment,s29078,497,test
U2OS-05_2_E02_2,U2OS-05_2_E02,U2OS,test,U2OS-05,2,E02,2,treatment,s29078,497,train
U2OS-05_2_E03_1,U2OS-05_2_E03,U2OS,test,U2OS-05,2,E03,1,treatment,s28737,366,test
U2OS-05_2_E03_2,U2OS-05_2_E03,U2OS,test,U2OS-05,2,E03,2,treatment,s28737,366,test
U2OS-05_2_E04_1,U2OS-05_2_E04,U2OS,test,U2OS-05,2,E04,1,treatment,s224300,715,test
U2OS-05_2_E04_2,U2OS-05_2_E04,U2OS,test,U2OS-05,2,E04,2,treatment,s224300,715,test
U2OS-05_2_E05_1,U2OS-05_2_E05,U2OS,test,U2OS-05,2,E05,1,treatment,s28540,1023,train
U2OS-05_2_E05_2,U2OS-05_2_E05,U2OS,test,U2OS-05,2,E05,2,treatment,s28540,1023,test
U2OS-05_2_E06_1,U2OS-05_2_E06,U2OS,test,U2OS-05,2,E06,1,treatment,s29500,70,test
U2OS-05_2_E06_2,U2OS-05_2_E06,U2OS,test,U2OS-05,2,E06,2,treatment,s29500,70,test
U2OS-05_2_E09_1,U2OS-05_2_E09,U2OS,test,U2OS-05,2,E09,1,treatment,s27672,797,test
U2OS-05_2_E09_2,U2OS-05_2_E09,U2OS,test,U2OS-05,2,E09,2,treatment,s27672,797,test
U2OS-05_2_E10_1,U2OS-05_2_E10,U2OS,test,U2OS-05,2,E10,1,treatment,s27922,1028,valid
U2OS-05_2_E10_2,U2OS-05_2_E10,U2OS,test,U2OS-05,2,E10,2,treatment,s27922,1028,test
U2OS-05_2_E11_1,U2OS-05_2_E11,U2OS,test,U2OS-05,2,E11,1,treatment,s195228,309,test
U2OS-05_2_E11_2,U2OS-05_2_E11,U2OS,test,U2OS-05,2,E11,2,treatment,s195228,309,valid
U2OS-05_2_E12_1,U2OS-05_2_E12,U2OS,test,U2OS-05,2,E12,1,treatment,s27017,274,test
U2OS-05_2_E12_2,U2OS-05_2_E12,U2OS,test,U2OS-05,2,E12,2,treatment,s27017,274,test
U2OS-05_2_E13_1,U2OS-05_2_E13,U2OS,test,U2OS-05,2,E13,1,treatment,s195247,211,valid
U2OS-05_2_E13_2,U2OS-05_2_E13,U2OS,test,U2OS-05,2,E13,2,treatment,s195247,211,test
U2OS-05_2_E14_1,U2OS-05_2_E14,U2OS,test,U2OS-05,2,E14,1,treatment,s27049,1006,test
U2OS-05_2_E14_2,U2OS-05_2_E14,U2OS,test,U2OS-05,2,E14,2,treatment,s27049,1006,train
U2OS-05_2_E15_1,U2OS-05_2_E15,U2OS,test,U2OS-05,2,E15,1,treatment,s27053,585,test
U2OS-05_2_E15_2,U2OS-05_2_E15,U2OS,test,U2OS-05,2,E15,2,treatment,s27053,585,test
U2OS-05_2_E16_1,U2OS-05_2_E16,U2OS,test,U2OS-05,2,E16,1,treatment,s29309,295,test
U2OS-05_2_E16_2,U2OS-05_2_E16,U2OS,test,U2OS-05,2,E16,2,treatment,s29309,295,valid
U2OS-05_2_E17_1,U2OS-05_2_E17,U2OS,test,U2OS-05,2,E17,1,treatment,s27572,348,test
U2OS-05_2_E17_2,U2OS-05_2_E17,U2OS,test,U2OS-05,2,E17,2,treatment,s27572,348,test
U2OS-05_2_E18_1,U2OS-05_2_E18,U2OS,test,U2OS-05,2,E18,1,treatment,s224176,891,test
U2OS-05_2_E18_2,U2OS-05_2_E18,U2OS,test,U2OS-05,2,E18,2,treatment,s224176,891,test
U2OS-05_2_E19_1,U2OS-05_2_E19,U2OS,test,U2OS-05,2,E19,1,treatment,s28893,136,test
U2OS-05_2_E19_2,U2OS-05_2_E19,U2OS,test,U2OS-05,2,E19,2,treatment,s28893,136,test
U2OS-05_2_E20_1,U2OS-05_2_E20,U2OS,test,U2OS-05,2,E20,1,treatment,s29230,572,test
U2OS-05_2_E20_2,U2OS-05_2_E20,U2OS,test,U2OS-05,2,E20,2,treatment,s29230,572,test
U2OS-05_2_E21_1,U2OS-05_2_E21,U2OS,test,U2OS-05,2,E21,1,treatment,s195244,938,valid
U2OS-05_2_E21_2,U2OS-05_2_E21,U2OS,test,U2OS-05,2,E21,2,treatment,s195244,938,test
U2OS-05_2_E22_1,U2OS-05_2_E22,U2OS,test,U2OS-05,2,E22,1,treatment,s224191,1065,test
U2OS-05_2_E22_2,U2OS-05_2_E22,U2OS,test,U2OS-05,2,E22,2,treatment,s224191,1065,train
U2OS-05_2_E23_1,U2OS-05_2_E23,U2OS,test,U2OS-05,2,E23,1,treatment,s223847,360,test
U2OS-05_2_E23_2,U2OS-05_2_E23,U2OS,test,U2OS-05,2,E23,2,treatment,s223847,360,test
U2OS-05_2_F02_1,U2OS-05_2_F02,U2OS,test,U2OS-05,2,F02,1,treatment,s28041,914,valid
U2OS-05_2_F02_2,U2OS-05_2_F02,U2OS,test,U2OS-05,2,F02,2,treatment,s28041,914,test
U2OS-05_2_F03_1,U2OS-05_2_F03,U2OS,test,U2OS-05,2,F03,1,positive_control,s15788,1115,test
U2OS-05_2_F03_2,U2OS-05_2_F03,U2OS,test,U2OS-05,2,F03,2,positive_control,s15788,1115,test
U2OS-05_2_F04_1,U2OS-05_2_F04,U2OS,test,U2OS-05,2,F04,1,treatment,s28996,1089,valid
